,GroupID,B0,Tm,T0,AIC,Converge
0,109,0.000266310783948566,306.14133147894717,281.2335415472669,-14.274662731619962,Y
0,110,0.00026695552578578956,305.9062265253102,281.2815825123306,-8.264794163212947,Y
0,111,0.00026283497241265716,305.27461298411424,280.7136136155706,-7.666045388973616,Y
0,112,0.000302201712145456,305.42176338458995,281.920599276974,-12.761138345398955,Y
0,113,0.00020149246048164923,308.1798823106448,279.7817265790393,-0.6927287024992674,Y
0,114,0.0001922978962079985,308.1500744485021,279.2312521218295,-0.3648269655652312,Y
0,115,0.000318430773700938,305.4082204573298,280.91648176492,-15.980616624670095,Y
0,116,0.00028565733359719276,305.2672846317022,281.42917549232885,-4.179308776330288,Y
0,117,0.0002594954200698135,305.4006498699114,281.48954218538773,-13.757251371631018,Y
0,118,0.00026321190992298555,305.46445926608055,281.2097786918772,-10.4511263447726,Y
0,119,0.00028030205484279113,305.2193840148733,281.75220102325443,-11.79054309079476,Y
0,120,0.00032289186645521114,305.29844595496985,281.6906491076056,-9.168381157308069,Y
0,121,0.0002542733093774157,305.2563036780788,280.74209983405825,-7.724295081941886,Y
0,122,0.0002815353599920163,305.8859246170941,281.4480010378496,-8.854895147144111,Y
0,123,0.0002361507802864567,305.21037999016164,278.14197228197986,-6.232749612661836,Y
0,124,0.0002255012849879468,308.1535788423129,281.12629344388154,-4.350016603887482,Y
0,125,0.00020447001039571413,308.15030879922955,282.0981606518405,1.112721590810275,Y
0,126,0.00012160558253489013,308.1505548023721,272.9240972846245,4.372979434820188,Y
0,127,0.0002225118405474132,303.1521048329387,279.47874879847836,-18.074658940532437,Y
0,128,0.00023751147819763355,308.1500146409363,279.70751936828134,-4.609702377363583,Y
0,129,0.00023586734686524197,308.15363333692113,280.967800628442,-6.101432777151864,Y
0,130,0.00015457040618255025,308.15182920776385,280.1223937211742,-7.818390881023994,Y
0,131,0.00027597520413531724,305.76906171760646,281.4285206763003,-23.356342462905594,Y
0,132,0.0002500384254392703,308.1518512454849,280.37665567591796,-5.043094522722683,Y
0,133,0.0002973267785819332,308.16485285914763,281.1311998522333,-2.7761639015870543,Y
0,134,0.00014628526412049128,310.1500381264257,276.17836468826323,8.474652190314622,Y
0,135,0.0001520538457080162,308.1576934198349,277.643613916623,-27.80734732633222,Y
0,136,0.00021095937180704792,308.1509541327764,279.5151359893849,-7.175449702497479,Y
0,137,0.00020568593186171108,305.17250716406033,275.8411084443906,-12.620752089703807,Y
0,138,0.00025733660224066694,308.1514585847813,280.01990515042587,-15.520366994863025,Y
0,139,0.00018578906644802076,308.1500047450199,279.95778122229547,0.41466322603110495,Y
0,140,0.00033976829938703996,305.2133551982793,280.7055536394093,-5.094550174378419,Y
0,141,0.00025409359262442967,308.15702918291504,280.20973886432904,-4.151066831674784,Y
0,142,0.00024374836167677106,308.15847867832497,280.6558531160402,-11.03863371575909,Y
0,143,0.00025630087165310413,308.1675454153721,280.31374230027785,-11.414493860424109,Y
0,144,0.00024534099849844206,305.3455510482101,280.2986919631909,-8.253087368768464,Y
0,145,0.00023645747129134441,308.15310522594996,280.2245580868562,-10.592980281621458,Y
0,146,0.0002662104581934344,308.1597790601888,281.1990223927507,-10.482023166833347,Y
0,147,0.00031201323996972853,308.16309693684417,280.95966574001443,-1.6824461729290014,Y
0,148,0.00026219745156542496,308.1537979110576,280.56779934220253,-7.171721010497938,Y
0,149,0.0002702796684518143,308.15016325254953,278.9327836480596,9.49849955603145,Y
0,150,0.00022157899244366596,305.4223078954255,282.0561341549754,-13.482082829196763,Y
0,151,0.0003162003370875734,305.2311259179966,281.1539215614833,-9.85550250494107,Y
0,152,0.0001954488719985859,308.15344608518643,280.4117597947866,-2.9106078753628406,Y
0,153,0.00022420101757117159,308.6904220434463,280.04829759939526,-11.981709304153092,Y
0,154,0.00017041627376367674,306.20277457975834,280.3361176229582,-20.828839030560744,Y
0,155,0.0002686200110627562,308.1679189805568,280.1788751548467,-6.656924606047781,Y
0,156,0.0002252676000559091,308.15436643472754,280.8884271391561,-4.075767954340405,Y
0,157,0.0002722030763391885,308.1508845899839,280.5164067836018,-1.7973637294362153,Y
0,158,0.00021721036086593464,308.16344884584345,280.17806915570736,-8.40172595776116,Y
0,159,0.0002583641306555725,308.1616943429284,279.81767214749095,-12.648804040480051,Y
0,160,0.0003427268144059934,305.1886026117014,281.32561654933096,-6.171552775381908,Y
0,161,0.0002227687508446815,308.15086960851335,279.9378130045054,-4.591641205540199,Y
0,162,0.00018205180406258599,308.15306040276033,273.26553552685914,11.465516194190364,Y
0,163,0.00022859710966008815,308.1765619421415,280.15337425955863,-7.696703278839323,Y
0,164,0.00016808467601393454,308.1537118453197,276.9555277841482,-0.40288710664557836,Y
0,165,0.00020867400794522513,308.1529173941101,276.9667541412149,5.5561749109468295,Y
0,166,0.00018025259094302544,308.1562592680722,278.6343583096624,-18.53219648434604,Y
0,167,0.00012716043188829276,308.15031459109076,273.7518568414796,3.795430337082711,Y
0,168,0.0002180116293612253,308.15137827693536,279.1537095696097,-24.526652876639396,Y
0,169,0.00023185303965681206,308.1731039214736,280.7667188508133,-16.7014349050391,Y
0,170,0.00024044159678841874,306.98118660444027,280.89523448404395,-15.31340136440652,Y
0,171,0.0002239313018734057,306.62514890141864,279.9576825388191,-19.02803274672241,Y
0,172,0.00026503888317717017,308.6403324051324,280.1249654409937,-5.424131452923394,Y
0,173,0.0002460656743200973,305.42248026692124,280.7567438266959,-8.496698267584488,Y
0,174,0.0002226435002646425,308.15219302816195,277.8173565468556,5.220964011678695,Y
0,175,0.0001537082307647823,308.1522525669577,275.8861117804141,-0.13615005596126117,Y
0,176,0.0002595646822698224,308.1509758176668,278.8992183133044,1.0927013799033825,Y
0,177,0.000253012833071125,308.1510415870842,279.9607813927845,-6.007601797151205,Y
0,178,0.00018772327509074916,308.15654523913736,278.69928776072777,-4.576453287540733,Y
0,179,0.00019489453552547854,308.15140072149694,279.6011126790825,-7.401448858779956,Y
0,180,0.00021272313233796977,308.17062813989884,280.99133695309814,-9.724311511263833,Y
0,181,0.0002464371862922438,308.1645068333289,279.9682799199849,-10.55370188585389,Y
0,182,0.00021824629591028343,308.16329834415984,279.5187017945506,-19.81192371442364,Y
0,183,0.0002501222961335008,308.1503001324563,278.8675496947601,2.590315488040906,Y
0,184,0.00021152315136387895,308.1505573366069,279.1455974212225,0.15112191735647773,Y
0,185,0.0002659919533105036,308.1637394964953,279.2131247465444,-0.5320509082527156,Y
0,186,0.00019046130039963714,308.16574107186136,281.15822456827755,-10.830275744060614,Y
0,187,0.00022810348474005914,308.1512330295822,278.5251994194582,0.30311681592517115,Y
0,188,1.1275130763656202e-08,416664.94759468705,287.24442465887915,-129.15146861661148,Y
0,189,1.725996794836046e-08,88247.56888081133,282.93513779727,-204.92042102218707,Y
0,190,1.6977562982729393e-08,207753.05983372778,285.6731911393019,-150.0111390329503,Y
0,191,4.1247218087371464e-08,22391.54537238043,282.66425010381334,-200.95927369912027,Y
0,192,1.959902982769587e-08,142054.3879754743,285.3278257457442,-161.8751098632958,Y
0,193,2.0026764665141455e-08,112747.36123801276,283.07714884375144,-167.74580197156683,Y
0,194,4.111897069223913e-08,29810.459401799722,284.96076168394427,-129.55266107019796,Y
0,195,2.102701266312963e-08,148459.0061870433,285.5174194168625,-183.05536378412077,Y
0,196,1.6032963938282182e-08,256572.8280396845,286.3280851617941,-67.39688386251206,Y
0,197,9.712011737879922e-07,336.2426778482849,285.47951263323597,-171.48435480667484,Y
0,198,2.049928589650758e-08,93633.76656913657,284.88974690750126,-154.27041573324257,Y
0,199,1.4030371357573592e-08,233387.992123749,285.4508456161719,-225.21961769003067,Y
0,200,1.3406086078772446e-08,199921.31006237282,284.6998837183728,-188.13129763279366,Y
0,201,2.190278448609692e-08,115805.48820905575,285.60318586246945,-154.5596629993478,Y
0,202,1.6813496559279354e-08,163934.1747050929,285.19765375998895,-193.8288734524599,Y
0,203,1.8626674097130192e-08,77465.05189057962,283.8022128340697,-223.1405838824808,Y
0,204,1.6569170758439742e-08,222023.08539618595,285.71636162845533,-185.76462220680835,Y
0,205,1.9397577366424336e-08,135727.71438408826,285.6694655939058,-169.35063758029236,Y
0,206,1.1497773820297994e-08,215895.99556106725,284.11635340200394,-148.4514526422545,Y
0,207,1.4266725394471882e-08,268268.1187294209,284.2988042630472,-192.90761614756198,Y
0,208,1.9526442916651575e-08,69213.60614096046,281.88608627208833,-233.8277295046343,Y
0,209,1.094724496016518e-06,322.2694579827961,284.25195603733636,-185.3804959592439,Y
0,210,2.636330153283134e-08,61643.705402974614,283.7767463982439,-172.42982803738937,Y
0,211,2.1877178356086383e-08,68544.79572576913,282.50783918391653,-167.59361527474522,Y
0,212,2.2746195941603845e-08,29234.806928683633,278.4506098340593,-186.86781650017164,Y
0,213,1.5086181105733904e-08,204123.55407039577,285.4204346686643,-111.52515539586496,Y
0,214,1.9193056054589113e-08,96268.6225089134,283.912448643652,-198.00576826473997,Y
0,215,1.965155001695864e-06,301.5789164353458,285.3644598653265,-210.31267117328508,Y
0,216,1.8535705344255895e-08,55736.901695512264,282.4484980785334,-175.95301187005643,Y
0,217,6.076759783438741e-07,331.0744592983649,281.72030268099644,-100.22922901730182,Y
0,218,3.147720567000758e-08,33122.5724079882,284.44848305799763,-137.1986610144633,Y
0,219,1.465497147686415e-08,110225.09818836128,282.885810899339,-192.3847214302675,Y
0,220,1.0797214272278406e-08,139184.63417893086,280.83591831044106,-187.60757519438278,Y
0,221,1.4414756591355346e-08,137711.14699791936,284.3079735092253,-179.84909913250905,Y
0,222,1.5972706649299156e-08,139189.097226122,284.9411690673886,-215.75903654653277,Y
0,223,1.029853738068497e-08,321825.1715486966,285.15960665048766,-120.91451559844634,Y
0,224,3.070921644004624e-08,34157.64026887528,284.0704210841433,-125.62167698569542,Y
0,225,1.2024953420005332e-08,152214.0118372895,282.50268970170566,-197.3071761796296,Y
0,226,9.603184226409837e-08,1973.958657176305,281.4613393671857,-181.6920789306209,Y
0,227,1.721875035559747e-08,109575.99862284423,283.54891204663136,-94.93516214116725,Y
0,228,5.75278392780169e-08,17639.9190279322,285.3935993889513,-167.442407935991,Y
0,229,3.299932677727664e-08,65194.36387255429,286.37669496395216,-124.617547227584,Y
0,230,4.190744754867805e-08,29513.76585095751,284.0572783901433,-142.77550375253568,Y
0,231,2.495484838289356e-08,96432.30193293336,284.1238284222336,-98.20562166289719,Y
0,232,1.8320816698719102e-06,312.978288251024,285.54144015399135,-165.74698132826364,Y
0,233,1.21750522477766e-06,320.30472395403405,283.40709631626146,-179.32226617624843,Y
0,234,3.663142202226883e-08,53488.45716699955,284.4093113761649,-132.6530964327725,Y
0,235,3.212171701816214e-06,311.46669347140795,288.1482830703758,-109.30213339068737,Y
0,236,1.4010786828748698e-06,335.47016147424074,285.7893871380254,-123.69774241128073,Y
0,237,1.0480332465870645e-07,4141.8520421033945,282.6698321682518,-183.9209690460384,Y
0,238,2.5576076757676184e-06,310.6721664072411,287.01214066864196,-183.81135770258928,Y
0,239,1.798437080681209e-08,122554.23337258335,283.7039232788848,-148.3174443124962,Y
0,240,6.166114653136999e-08,17938.77180899815,285.3262147486266,-176.07177681864556,Y
0,241,2.4096760613993666e-06,310.6863918019233,286.1761623582654,-180.91754391173782,Y
0,242,3.0118888014497193e-06,305.78320820254874,286.9690484530004,-100.44948075627372,Y
0,243,9.270302101996504e-07,358.9661557579726,284.3180369649971,-173.1061120077713,Y
0,244,2.1934010231167e-08,132265.31696320593,285.1325521569066,-167.10347156351935,Y
0,245,1.779040009244624e-06,318.8419290617334,286.20756534837,-161.93145862693456,Y
0,246,3.437066258893168e-06,306.2774501447937,287.6864926316278,-147.2016235874109,Y
0,247,2.017247843931968e-06,308.67970094287165,286.3782008883087,-104.33707364543352,Y
0,248,4.492692058576168e-08,21202.840122043384,283.39519678829754,-170.18292893156848,Y
0,249,5.110504246910108e-06,300.48640770871367,288.5196957597547,-113.89322534209619,Y
0,250,0.0,294.65,292.6500043608248,-42.37547776497391,Y
0,251,3.1437836703363226e-06,302.61014504093754,287.21160888211676,-137.92596034905023,Y
0,252,7.540115712972576e-09,7244.234717203482,240.26020361561916,-122.74792563065256,Y
0,253,1.8466348752564486e-06,305.1796000952957,284.101455466302,-162.42531991188946,Y
0,254,5.386550844724208e-09,72446.4305491986,261.9058641840123,-73.46784522015366,Y
0,255,2.1097416927980486e-07,473.6523193538348,277.03228469722495,-226.34518998274032,Y
0,256,3.4515832667968113e-06,299.1292588098233,289.1743845782271,-58.60856907142673,Y
0,257,8.839759782712257e-09,10433.45342494766,258.95452197692515,-210.18826249819213,Y
0,258,1.7445915340922154e-06,302.2554048462173,288.0359421508983,-117.2150259530175,Y
0,259,1.1375864688791723e-08,78528.22916078742,277.6480665214169,-174.4869437621944,Y
0,260,1.0620735777858589e-06,306.58593326546895,281.00670137294503,-180.47260671737166,Y
0,261,2.7330213523753587e-06,300.91033881217663,285.68106294303846,-197.4259406597991,Y
0,262,1.150769843416687e-06,304.2387662981082,284.50130314561295,-179.78748064645896,Y
0,263,2.8109000839375346e-06,302.46824645378507,286.2068116266624,-74.1667228373269,Y
0,264,2.3439100352937762e-06,302.3495020536494,285.7358824266143,-111.70157509209328,Y
0,265,3.9384360803159925e-07,424.9990053990009,281.37671665882533,-151.26201549890288,Y
0,266,1.1337213979913827e-06,305.1892136047699,282.57572770974963,-174.76017312774675,Y
0,267,1.5661124162825158e-06,302.0387305077179,284.4824031747136,-185.63463957922863,Y
0,268,1.3037239625264534e-06,314.95903648344273,284.99756857682814,-227.4618659300516,Y
0,269,1.9465638815071918e-06,303.9933891136995,284.69745794855646,-212.46055062990155,Y
0,270,2.1948013994022973e-06,303.5656991796159,285.54688377207356,-181.7419313273486,Y
0,271,2.2883756866729737e-06,302.925279269671,285.9902292155173,-216.85724153842295,Y
0,272,2.9531762962224875e-06,301.3090524758285,285.80035328075775,-215.09999364807678,Y
0,273,3.91229503821147e-08,17105.841027030074,283.96668371344134,-228.64702660488115,Y
0,274,2.017140397516907e-06,302.4467382374445,284.26801828611985,-216.06630834528184,Y
0,275,9.297816948807051e-08,1224.838741060223,275.01490060523304,-167.8683797539655,Y
0,276,8.228803021456776e-08,2336.413017223773,280.08494825947145,-207.37939244622896,Y
0,277,1.1733654881057241e-06,306.9223265674663,283.44294234941015,-192.5676388322342,Y
0,278,1.2585308810332748e-06,310.4818923499711,283.2839993313368,-211.34414547216994,Y
0,279,4.041095886789099e-08,9981.429577928026,282.16643220247477,-217.15488335785398,Y
0,280,9.792672209546859e-09,133144.26687174072,281.91460838873303,-189.27908899135832,Y
0,281,8.782088777689492e-09,85518.89310864065,278.2029364750764,-186.0598116233749,Y
0,282,1.238729161358261e-06,306.0840723022636,284.4192614052867,-224.9695882816302,Y
0,283,1.2305510593423051e-08,48361.64057838397,278.88809182579683,-195.1514643150326,Y
0,284,6.132444187126225e-09,169466.7668273744,278.2327499208832,-162.70278913721876,Y
0,285,4.618225703653706e-07,322.97005530503014,277.5970824899652,-177.4090603325866,Y
0,286,6.941954678136198e-09,130469.60554070467,278.27433669566983,-215.52113873661352,Y
0,287,6.591983938660984e-09,106308.00127882337,277.3988803247425,-160.18334538727413,Y
0,288,1.8532255068449273e-06,302.5514926401122,284.8850802691911,-201.99977925865147,Y
0,289,2.285606543566414e-08,19456.554022044907,279.5875894146104,-217.8730839469019,Y
0,290,1.1247405705288823e-06,306.89839969807076,282.7812100237669,-185.53902111585856,Y
0,291,9.985674394448811e-08,992.7269048740476,276.7191466695296,-143.27916703215925,Y
0,292,1.0637350212156766e-06,317.8561687037773,284.11911581106693,-241.67318264025812,Y
0,293,4.451318472753172e-08,11465.754831627786,280.76276998145636,-168.32881194791514,Y
0,294,1.9189569256396756e-06,317.85488270386605,286.98443531331986,-115.01470323328421,Y
0,295,3.866392232328405e-06,299.40313764147777,288.0604067417575,-148.06736831079476,Y
0,296,1.244305152798029e-06,311.6861843392707,283.3256539111744,-206.31335696452632,Y
0,297,2.832126628075538e-06,302.26439437845005,286.43835070632673,-183.11544324714905,Y
0,298,2.289178288681277e-06,304.933307896445,286.9930476339269,-220.09900326603852,Y
0,299,1.5272768124301546e-06,307.0904412210554,285.2237037800093,-207.56218335394834,Y
0,300,2.197521984375614e-06,302.3320233181849,286.151143146386,-339.2511805948091,Y
0,301,3.140410409302756e-06,300.5191117425693,287.5462489933912,-253.04045869949624,Y
0,302,7.314639953890147e-09,15804.165024716152,243.5824595113848,-72.8892175026719,Y
0,303,2.282446524792197e-06,300.08280885367276,285.5184685031638,-407.32239277713245,Y
0,304,7.556872117926161e-07,315.42905522199743,282.32197709715365,-439.5489885088714,Y
0,305,1.1134805468226596e-08,30342.83081223981,275.86371791915906,-349.3766990117239,Y
0,306,1.2285422034113652e-08,7294.466001558311,254.00357412990803,-133.47054665925924,Y
0,307,2.4472867376712096e-06,298.5947953277935,285.75054475248834,-219.6845062728356,Y
0,308,0.0,294.65,292.6500043608248,-38.8408077158674,Y
0,309,2.1289864557718733e-08,4052.35109054795,262.29530903177107,-79.80063605999025,Y
0,310,1.4197906560147982e-06,304.32020948501525,284.2002348313691,-216.33159002799079,Y
0,311,1.852580422031986e-06,303.6822604355188,285.8685510481753,-251.30568450989603,Y
0,312,2.7877227592401365e-06,299.38940954889387,286.676677335158,-131.26573474861056,Y
0,313,6.917875755869311e-09,8374.238659058517,229.31121766506757,-212.09094206179196,Y
0,314,2.6192703285570483e-06,299.72889694865717,286.8088225146302,-155.58813485698394,Y
0,315,6.484821015864752e-07,344.50519625691527,283.20588860719835,-306.59213607547275,Y
0,316,0.0,297.15,294.65000439062715,-36.02200434334148,Y
0,317,2.5641285745648586e-06,301.2401791327549,286.40096638357096,-291.2136996537302,Y
0,318,1.6502077405102937e-06,305.20570523110825,284.0044140265566,-233.08559169495055,Y
0,319,1.5994829908217545e-08,71784.78798766652,282.2454626615582,-71.98152454372543,Y
0,320,4.0904707282379025e-06,299.51399627150437,288.4603289107724,-196.36690521978898,Y
0,321,2.3453463962029126e-06,301.8787757685178,286.10897735061616,-266.5793863707585,Y
0,322,8.174029859214697e-06,298.21532046508173,290.593672254457,-120.59158861837315,Y
0,323,3.4987205169662947e-06,300.172138512736,287.5515642931063,-267.3482660349515,Y
0,324,3.0784094738689114e-06,300.25701651940506,287.17338173807707,-234.18429236718802,Y
0,325,1.1523102387406023e-08,48886.51869904254,275.7549474393846,-100.78357325896218,Y
0,326,7.895280732741632e-07,314.2422232371418,283.1836939366451,-113.66967131902825,Y
