,GroupID,a,b,c,d,AIC,Converge
0,22,0.09253001243138805,-0.0009655180376717419,3.3477371435917557e-06,-3.855410614733957e-09,-187.35642430179658,Y
0,23,0.06436489345012333,-0.0006411780839780171,2.1204996045351043e-06,-2.3266718153455743e-09,-172.7960069704215,Y
0,24,-0.10070697860913158,0.0009104990225985244,-2.711561443893792e-06,2.672147787740832e-09,-135.81836785927302,Y
0,25,-0.22415135829553487,0.0021760389141152413,-7.03514897413162e-06,7.593334061544879e-09,-144.20281056332777,Y
0,26,3.5028708860018214,-0.035922877009082324,0.000122735001370847,-1.397011285803488e-07,-94.97124205616103,Y
0,27,0.2849620009724487,-0.0029119114170558964,9.912111018518818e-06,-1.123900647308118e-08,-139.7327385700369,Y
0,28,2189.766737458737,-22.436750324733637,0.07645165617731822,-8.65913772341861e-05,-28.423162792057973,Y
0,29,8872.741975954652,-89.82586001434547,0.3028447960641799,-0.0003399876330554878,-33.66840925040888,Y
0,30,-1442.6380637026764,13.905807088833466,-0.04471389590145719,4.79971367981938e-05,-55.70985909399967,Y
0,31,22160.009688491195,-229.35899731648144,0.790760131103449,-0.0009080771106198125,-15.75118510099552,Y
0,32,507.69849549031363,-5.158118130359883,0.017463204572101484,-1.9701496162711546e-05,-116.18706717105107,Y
